video_id,text
63i4ZQcvpcQ,After these songs Anjali Anjali pushpanjali.. Darshana.. Darshana.. Here comes Revathi..Revathi.. I came to see this episode after watching that song . Super song 😃
63i4ZQcvpcQ,Wow..Brilliant.. ❤️❤️
63i4ZQcvpcQ,. 😍😍
63i4ZQcvpcQ,Aww pwoli 😍
63i4ZQcvpcQ,Kidu saanam❤️😂
63i4ZQcvpcQ,Kidilam✌️✌️ Filmy Feel..Congrats & All the Best Team for Future Episodes..Presentation Casting Dialogues Acting Elam 👌
63i4ZQcvpcQ,"Unbelievable 😂 ente ponnu chetta njan namichu🙏🙏 Really sorry chetta and chechi , for late to watch this 😔 No words to say 🤗 really amazing 👏 Huge fan of you guys 🥰🥰"
63i4ZQcvpcQ,.. 💙
63i4ZQcvpcQ,"Ente office il ulla revathy enne kalyanam kazhikuu,😍😍🤩🤣🤣 super. Eppo ethum paadiya nadakunne"
63i4ZQcvpcQ,Super Super
63i4ZQcvpcQ,Next update epozha bro ❤🎉
63i4ZQcvpcQ,cherup secene powlich
63i4ZQcvpcQ,Kore nalayi kananam kananannu vicharikkunnu. Pooja holiday aayappo kandu❤️❤️❤️❤️
63i4ZQcvpcQ,Njna adhyamayanu kanunnath
63i4ZQcvpcQ,Natural abhinayathinte endi..
63i4ZQcvpcQ,6.6M aayapol .. .. ipol .. ..
63i4ZQcvpcQ,. 🙏🙏
63i4ZQcvpcQ,Joliyaano ..?
63i4ZQcvpcQ,Adipoli.. Really good work guys.. Oru proper movie quality.. Casting perfect.. All relatable and familiar characters..
63i4ZQcvpcQ,Sir Please improve sound
63i4ZQcvpcQ,19:06 brilliance starts here.. 19:28 ..
63i4ZQcvpcQ,Super.. 😍 .. Super combination.. All the best dears.. 🥰🥰
63i4ZQcvpcQ,Cherukan polchu. Achan lifil asuccessful avatha kond achan parayunath njanum kekarilla
63i4ZQcvpcQ,Ente vinimon suggest cheythathaanu 👍 nannayittund 👌
63i4ZQcvpcQ,Possible to upload English Subtitles.. on all episodes..? For Non Malayali Viewers..?
63i4ZQcvpcQ,😂😂 ponno
63i4ZQcvpcQ,.. 😔😔
63i4ZQcvpcQ,Episode 3 evide
63i4ZQcvpcQ,"., .. .."
63i4ZQcvpcQ,Powlichu 🔥🔥
63i4ZQcvpcQ,illa❤️ engg . . 🙏🏻 👌 👌👌 😍
63i4ZQcvpcQ,netflix .. 😂😂🙏🙏
63i4ZQcvpcQ,Adipoli ayittund oru reksha illa Congrats team for this wonderful work
63i4ZQcvpcQ,Super acting 🔥
63i4ZQcvpcQ,Last scenil Chemban Vinodinte pole und
63i4ZQcvpcQ,Entey ponnu satheeshetta.. Aah chodhyam. Aaru nayanthaareyoo😂😂
63i4ZQcvpcQ,Jisma and vimal can i tell you a truth.. I dnt know whether you will read this or not.. Your acting is incredible.. Content is vere level Camera good quality Superoodd super.. Please do more videos.. Nalla nilayil ethaattee
63i4ZQcvpcQ,. . . . .
63i4ZQcvpcQ,Superb 😊😊
63i4ZQcvpcQ,‌ ..
63i4ZQcvpcQ,"Vegam sep 30 avatte episode 3 kanaloo, adipoli chechi n ettan team.."
63i4ZQcvpcQ,Vere level 💯 👌
63i4ZQcvpcQ,Gud short film 😊
63i4ZQcvpcQ,https://youtu.be/xF6j44oiMj4 *Joju - Bhasi - Mukesh Conference call😂* (Headphones 🎧Recommended)
63i4ZQcvpcQ,Realy enjoyed❤️
63i4ZQcvpcQ,Nice ❤️💜💜
63i4ZQcvpcQ,Sound korchoode venam. Koravaanu..
63i4ZQcvpcQ,Alla ithaaru nayanthaarayoo😂😂
63i4ZQcvpcQ,.. .. . .. 🔥🔥🤗🤗
63i4ZQcvpcQ,https://youtu.be/9K8mmjSCVGM Ithum vere level aane
63i4ZQcvpcQ,Puthiya video vanno ennu daily checknu vannatha 😌😌
63i4ZQcvpcQ,3 episode iduka
63i4ZQcvpcQ,Super. All artist good perfomance
63i4ZQcvpcQ,Idan super short film
63i4ZQcvpcQ,Evide epo 3
63i4ZQcvpcQ,part 3 😒
63i4ZQcvpcQ,13:40 point
63i4ZQcvpcQ,Nayanthara yude kalliyanam kadinju😅
63i4ZQcvpcQ,Amazing film making
63i4ZQcvpcQ,Super ayitindd
63i4ZQcvpcQ,Beautiful ❤️❤️❤️
63i4ZQcvpcQ,Powli ♥️♥️♥️
63i4ZQcvpcQ,What a perfomance 👏🏻❤️Well done the team behind this short film ❤️
63i4ZQcvpcQ,Super poli
63i4ZQcvpcQ,💕💕Kollam powli episode 😍😍
63i4ZQcvpcQ,Vaaranam aayiram reference 🙂
63i4ZQcvpcQ,19:11 The Epic moment ❤️❤️❤️❤️❤️❤️
63i4ZQcvpcQ,Suupperr🤗🤗❤ last seen 😅😅❤👍
63i4ZQcvpcQ,Nivin poly
63i4ZQcvpcQ,Good one. Nice script. Well acted. Climax superb.
63i4ZQcvpcQ,Supper onnum paranilla supper
63i4ZQcvpcQ,‌ 🤗🤗 ❤️
63i4ZQcvpcQ,Nayandharantey kaliyanam kayinu gys 😁
63i4ZQcvpcQ,Casting 🥰🥰
63i4ZQcvpcQ,& unbelievable acting 🥰🥰 love you dears..
63i4ZQcvpcQ,Sir nte song 😅😂😂
63i4ZQcvpcQ,Dhe.. Aru nayanthare.. Pinnentha.. 😂😂poli.. ❤️❤️kure pravasyam kandu😍😍
63i4ZQcvpcQ,.. ..
63i4ZQcvpcQ,Next eppo varum
63i4ZQcvpcQ,Nayanthara kalyanam kazhichathalle🕶️
63i4ZQcvpcQ,addipwolii ♥️😌
63i4ZQcvpcQ,Aa song 🤣
63i4ZQcvpcQ,Ooo no 👌👌🥰❤️
63i4ZQcvpcQ,Seene saanam 👍
63i4ZQcvpcQ,Ending vere level😆
63i4ZQcvpcQ,Jishnu mwon poli😚💕
63i4ZQcvpcQ,Super sanmm
63i4ZQcvpcQ,wow wonderful.. .. 🥰👍
63i4ZQcvpcQ,My fvrt youtuber😍
63i4ZQcvpcQ,Last proposal kazhinjolla reaction 19:25 🤣🤣 pwoli saanam
63i4ZQcvpcQ,Best Short filme💓
63i4ZQcvpcQ,", ?"
63i4ZQcvpcQ,https://youtu.be/Wq6nkRmFB4A .. 😆😆
63i4ZQcvpcQ,3:00 eth kettond aano nayanthara Pettann kalyanam kazhiche😹😹
63i4ZQcvpcQ,Super ayittundu oru filim kanunna feel
63i4ZQcvpcQ,super 🥰🥰
63i4ZQcvpcQ,good super..👌👌
63i4ZQcvpcQ,‌ 😁❤️
63i4ZQcvpcQ,Super 🥰
63i4ZQcvpcQ,Oru rakshayum illa pwoli ✌
63i4ZQcvpcQ,Kore naalayi kananam enn karuthunnu.. 😁exam okke aayi therakk aayippoyi🤧ini irunn kanatte🤪❤ Jicho chechy uyir😍😘
63i4ZQcvpcQ,dual link
63i4ZQcvpcQ,"Heeyy bro, hey sinamika moviel Ram nte voice malayalathil dubbyythath bro ahnno, nik aghne thonni 😍😍"
63i4ZQcvpcQ,‌ 😄 😂😂
63i4ZQcvpcQ,Enna nxt episode upload cheyyune??:)) cannot wait..🙈
63i4ZQcvpcQ,Duolingo poliya njangalde mam um recommend cheythu German padikkan.
63i4ZQcvpcQ,Ningal supr anu.. I feel happy once i see you are video from Caribbean.. Nala rasam und ningalk oru cinema cheythude I am a big fan of you both.. Kidu acting kidu background kidu costume Elam kond spr nan ipol ningade valiya fan ayi oru cinema cheyi ningal rand paerum vimal bro thakarkum.. Vimal adipoli jisma natural acting thakarkunund
63i4ZQcvpcQ,12:49 🤣🤣
63i4ZQcvpcQ,Adipoli.. Simply nyzz 💞
63i4ZQcvpcQ,Supper 😍
63i4ZQcvpcQ,.. ❤️❤️❤️
63i4ZQcvpcQ,Mudi colouring cheythathu mattamarunnu
63i4ZQcvpcQ,.. 😍
63i4ZQcvpcQ,",, 🤔🤔"
63i4ZQcvpcQ,Please add eng subtitles🙏
63i4ZQcvpcQ,.🙏🏾 . 😍
63i4ZQcvpcQ,.. 😂
63i4ZQcvpcQ,Ambo vere leval proposal😄😄❤️
63i4ZQcvpcQ,Dhe ha ha aaru nayantharayaa 😁😂😂
63i4ZQcvpcQ,‌ 😄😄
63i4ZQcvpcQ,Puthiya videokaye kattirukunu
63i4ZQcvpcQ,Uff last 🤣🤦‍♂️
63i4ZQcvpcQ,Poli👌👌oru rekshayum illa😍
63i4ZQcvpcQ,Super Movie
63i4ZQcvpcQ,Poli saanam 😂😂❤️❤️❤️
63i4ZQcvpcQ,Nalloru film kanda sugham 😍 polich 👏
63i4ZQcvpcQ,"Super .. It is like a movie ..nice experience..vimal ,your these look is more handsome .."
63i4ZQcvpcQ,Anurag Engineering works 🔥🔥
63i4ZQcvpcQ,Sprb ♥️❣️♥️
63i4ZQcvpcQ,nayansinte wedding kazhiju chechi☺️♥️
63i4ZQcvpcQ,Poli ❤️🔥
63i4ZQcvpcQ,Status kandu kananvanna njn
63i4ZQcvpcQ,Joseph ettan thayiru chodichirunnu😂
63i4ZQcvpcQ,Next episode eppo erragum
63i4ZQcvpcQ,cringe
63i4ZQcvpcQ,‌irl
63i4ZQcvpcQ,"chirchi oru vazhiyayi ,""ith pappettan kondoyko, uchayk vellozhikaruthetta""🤣🤣😆😆 ennit satheesante aa autoyk akath keri irunn thirinjunlla aa nottam😆😆🤣"
63i4ZQcvpcQ,.. .. Kudos team.. Great work.
63i4ZQcvpcQ,Really superb 😃😃👍😍
63i4ZQcvpcQ,Adipoli.. 🥰🥰🤭🤭
63i4ZQcvpcQ,Onnum parayanilla supper
63i4ZQcvpcQ,Vimal🔥🔥 Jisma🔥🔥 Randuperum 🔥🔥
63i4ZQcvpcQ,Adipoliyann changayii
63i4ZQcvpcQ,Enta ammo kidu Sanam 🥰🥰
63i4ZQcvpcQ,.. ..👍👍😊
63i4ZQcvpcQ,Entho oru vallathe feel
63i4ZQcvpcQ,.. ..🤗..😏
63i4ZQcvpcQ,Cute couple🤍🥰
63i4ZQcvpcQ,Adipoli. Super acting
63i4ZQcvpcQ,Superb 🔥💞set team aanu 💞nalla oru cinema kanda pole🤩
63i4ZQcvpcQ,"Plzz upload the 3rd episode, eagerly waiting 😀"
63i4ZQcvpcQ,Sambavam kollam vilicha auto taxi alla
63i4ZQcvpcQ,Super 🤩🤩😍😍next episodinu waiting 👌👌
63i4ZQcvpcQ,VIP daa
63i4ZQcvpcQ,Arabi nda para satheesha
63i4ZQcvpcQ,..poli..poil 😘😘
63i4ZQcvpcQ,2 https://youtu.be/DGD-j2WV-nA
63i4ZQcvpcQ,.. .. .. ❤️ ..??
63i4ZQcvpcQ,Allelum nal a movie ok pine kananam enu vech maty vekum
63i4ZQcvpcQ,Kalam thetti irangiyathayi thonnunnu 90 'S janichavarkku ishttapedum
63i4ZQcvpcQ,Really superb
63i4ZQcvpcQ,.. 👌👌..
63i4ZQcvpcQ,..matching couples
63i4ZQcvpcQ,Epool arangunna palla valiya cinemakalakal nallathu
63i4ZQcvpcQ,Polichu suppar🔥🔥
63i4ZQcvpcQ,Oh! Super ❤❤
63i4ZQcvpcQ,Super 😍🔥
63i4ZQcvpcQ,Where is this nice location?
63i4ZQcvpcQ,".. .. ..‌ ..! Exellent!!""!"
63i4ZQcvpcQ,Mudi poi
63i4ZQcvpcQ,That hero actor is the best 👍👍
63i4ZQcvpcQ,2 min like adichu ❤️❤️❤️❤️❤️🥰
63i4ZQcvpcQ,Nice 🥰🥰
63i4ZQcvpcQ,Oru rajisha vijayan touch
63i4ZQcvpcQ,Entammoo pwolii👏👏
63i4ZQcvpcQ,Nice work ☺️
63i4ZQcvpcQ,Nice 😊
63i4ZQcvpcQ,.. .. 👍
63i4ZQcvpcQ,Vimal and jisma gud acting..vimal's acting resembles nivin pauly
63i4ZQcvpcQ,.. Film .. ..wish you all the best ..
63i4ZQcvpcQ,Ethil kanunna temple kootekkav alle amballoor.. Ayo jisma vimal evde vanniruno.. Shoo kandillallo..
63i4ZQcvpcQ,vdo.. fan . Limits overcom cenema
63i4ZQcvpcQ,It is really awesome.Brilliant performance
63i4ZQcvpcQ,.. .. 🤣🤣👌🏻👌🏻 🤣🤣
63i4ZQcvpcQ,sure 👏👏 😁
63i4ZQcvpcQ,Very vibrant couple.. Hi jisma and vimal.. Love you.. When i feel depressed i watch your videos.. You really emit tons of positivity..
63i4ZQcvpcQ,Polyude oru look und 😊😊
63i4ZQcvpcQ,.. 🔥🔥.. episode ?? ♥️♥️♥️♥️
63i4ZQcvpcQ,"Ishtayi ishtayi, peruth ishtayi 😁😃😃"
63i4ZQcvpcQ,". , 😇😜😌"
63i4ZQcvpcQ,Great ❤️❤️❤️❤️❤️❤️
63i4ZQcvpcQ,Oru nivin Pauly acting style pole feel chynnu
63i4ZQcvpcQ,👌👌 .. .. 👏👏
63i4ZQcvpcQ,🔥 🔥 ❤💯 I AM WAITING 💯🔥
63i4ZQcvpcQ,Actor siju Wilson style voice
63i4ZQcvpcQ,Vimal voice arudeyo voice ayit matching ndallo..
63i4ZQcvpcQ,Yes. .. Thank you ‌
63i4ZQcvpcQ,just fun chumma yilea🤔
63i4ZQcvpcQ,Hero superb looks old mohanlal look
63i4ZQcvpcQ,https://youtu.be/wxvTV4v_HCQ 👌👌
63i4ZQcvpcQ,.. .. ..
63i4ZQcvpcQ,starting il bird . bird ? . . . ‌ .
63i4ZQcvpcQ,Video bhayangara contrast..velicham kooduthal backi okke set
63i4ZQcvpcQ,🥰 such a class film 💗👌
63i4ZQcvpcQ,ntammo poli ❤️
63i4ZQcvpcQ,Last 🥰🥰😂😂
63i4ZQcvpcQ,VIP .. same ..
63i4ZQcvpcQ,.. .. 😍😍
63i4ZQcvpcQ,Ente officil ulla revedhi enne kalyanam kaiku😜😂😂
63i4ZQcvpcQ,SPR CHECHI REVATHI CHECHIYE POLUND CHETTANUM SPR
63i4ZQcvpcQ,Subtitles pls bro
63i4ZQcvpcQ,Oru LJ cinima pole thanne und adipoli .. nigal ellavarum nannayittund . J and V good . Nigal poliyalle..
63i4ZQcvpcQ,Revathi ni avalo azhak 😃😃
63i4ZQcvpcQ,"Unbelievable 🔥 such a Wonderful series . And i could not tell this is a short series. Entire credits to the whole team. Camera, editing ,casting, performance, everything is phenomenal. Good team work.special mentioning the actor and actress performance.Mindblowing❤️❤️❤️"
63i4ZQcvpcQ,Ithinte second part epo irakkum
63i4ZQcvpcQ,Onnum parayaanillaa adipoliyayittundu njaan adhyaayitta oru short film full irnnu kanunne athrakkum manoharamaayi eduthittundu actrosellaam polichadukittundu..👏👏💟💚💜💪👌👍
63i4ZQcvpcQ,Poli aanu.. Ithinte baaki cheyumo.. 2 episode um kandu.. Baaki cheyumo.. Super aanu
63i4ZQcvpcQ,"Vimalettante acting kaanumbo nivin Paulye pole thonnunnu enik,, aarkkengilum angane thonnunnundo..??"
63i4ZQcvpcQ,Poli sambavatto
63i4ZQcvpcQ,Super story ✌️🥰
63i4ZQcvpcQ,", , , kpac 😌"
63i4ZQcvpcQ,.. ❤️❤️❤️ ‌ .. .. .. .. 👍👍
63i4ZQcvpcQ,Ivar sister and brother aano
63i4ZQcvpcQ,sound there ilan thona
63i4ZQcvpcQ,Very good film..climax..kidu
63i4ZQcvpcQ,"😂😂 , , , 😂🤣"
63i4ZQcvpcQ,Natural acting 👌👌🥰🥰
63i4ZQcvpcQ,Excellent Work…. Extra ordinary presentation….. All the best to the team …..
63i4ZQcvpcQ,How did I know this did not exist until now ! Ejjathi 🔥
63i4ZQcvpcQ,Last chirich oru vazhikkayi
63i4ZQcvpcQ,download .. Video
63i4ZQcvpcQ,Last scene adepolee
63i4ZQcvpcQ,Awesome job guys!. You have successfully captured the beauty and innocence of village life in its essence. The humor seems natural and simple enough for all ages. Congratulations!. Wish you all the best with future episodes.
63i4ZQcvpcQ,Sooper chechi adipoli😍🥰🥰
63i4ZQcvpcQ,Adi poli
63i4ZQcvpcQ,very nice..supr..mor than a film
63i4ZQcvpcQ,loved it 😘😘
63i4ZQcvpcQ,Sherikum oru movi kanda feel. ♥️ you jisma chechi
63i4ZQcvpcQ,Super 👌
63i4ZQcvpcQ,Nayantharade mrg keynjallo 🤔
